Câu hỏi,Trả lời,Thủ tục liên quan
Trong thời gian bao lâu tôi nhận được Giấy chứng nhận không cùng chi trả?,"Theo quy định tại Quyết định số 919/QĐ-BHXH ngày 26/8/2015 của Tổng Giám đốc Bảo hiểm xã hội Việt Nam, thời hạn cơ quan bảo hiểm xã hội phải cấp Giấy chứng nhận không cùng chi trả trong năm như sau: - 01 ngày làm việc đối với trường hợp có đủ các điều kiện sau: + Nộp đủ Hóa đơn, Biên lai thu tiền cùng chi trả là bản chính (hoặc bản chụp do Phòng/bộ phận Tiếp nhận hồ sơ và trả kết quả chụp và ký xác nhận) hoặc bản chụp có xác nhận của cơ sở khám, chữa bệnh nơi người có bảo hiểm y tế đến khám, chữa bệnh, đồng thời trên Hóa đơn, Biên lai thể hiện rõ số tiền người bệnh cùng chi trả chi phí khám, chữa bệnh bảo hiểm y tế (5% hoặc 20%); + Có quá trình tham gia bảo hiểm y tế chỉ trên địa bàn một tỉnh hoặc trên thẻ bảo hiểm y tế có ghi thời điểm tham gia bảo hiểm y tế liên tục đủ 05 năm. - 03 ngày làm việc đối với trường hợp người tham gia nộp đủ hồ sơ như trên nhưng có thời gian tham gia bảo hiểm y tế ở ngoại tỉnh, trên thẻ bảo hiểm y tế không ghi thời điểm tham gia bảo hiểm y tế liên tục đủ 05 năm. - 05 ngày làm việc đối với trường hợp sau: chỉ khám, chữa bệnh nội tỉnh, trên Biên lai, Hóa đơn không thể hiện rõ số tiền cùng chi trả của người bệnh hoặc người tham gia bảo hiểm y tế nộp bản chụp Hóa đơn, Biên lai, Bảng kê chi phí khám, chữa bệnh theo Mẫu số 01/BV, 02/BV. - 10 ngày làm việc đối với trường hợp: có khám, chữa bệnh ở ngoại tỉnh, trên Biên lai, Hóa đơn không thể hiện rõ số tiền cùng chi trả của người bệnh hoặc người tham gia bảo hiểm y tế.",Khám chữa bệnh bảo hiểm y tế
"Tôi chưa nhận chế độ ốm đau, thai sản, dưỡng sức phục hối sức khỏe tại đơn vị sử dụng lao động, muốn hỏi thủ tục để nhận chế độ này như thế nào.","Trường hợp chưa nhận chế độ ốm đau, thai sản, dưỡng sức phục hối sức khỏe tại đơn vị sử dụng lao động, ông/bà có thể đến cơ quan bảo hiểm xã hội nơi giải quyết chế độ ốm đau, thai sản để nhận tiền chế độ, khi đến xuất trình: Chứng minh nhân dân hoặc giấy tờ tùy thân có ảnh và ký nhận vào phiếu chi.","Giải quyết hưởng chế độ thai sản, Giải quyết hưởng trợ cấp nghỉ DSPHSK sau ốm đau, thai sản, TNLĐ, BNN, Giải quyết hưởng chế độ ốm đau"
Tôi là người lao động thì tham gia BHYT như thế nào? và mua thẻ BHYT ở đâu? Mức hưởng BHYT được bao nhiêu % khi đi KCB BHYT?,"1. Nhóm do người lao động và người sử dụng lao động đóng, bao gồm:Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người lao động là người quản lý doanh nghiệp hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Mức đóng hằng tháng và trách nhiệm đóng BHYT của người lao động là 4,5% mức tiền lương tháng của người lao động. Trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3.2. Người sử dụng lao động sẽ đóng tiền BHYT cho cơ quan BHXH và phát thẻ BHYT cho người lao động.3. Về quyền lợi BHYT đối người lao động khi tham gia BHYT- Trong thời gian người lao động nghỉ việc hưởng chế độ thai sản theo quy định của pháp luật về BHXH thì mức đóng hằng tháng tối đa bằng 4,5% tiền lương tháng của người lao động trước khi nghỉ thai sản và do tổ chức BHXH đóng.- Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT.- Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình chỉ công tác để điều tra, xem xét kết luận có vi phạm hay không vi phạm pháp luật thì mức đóng hằng tháng bằng 4,5% của 50% mức tiền lương tháng của người lao động. Trường hợp cơ quan có thẩm quyền kết luận là không vi phạm pháp luật, người lao động phải truy đóng BHYT trên số tiền lương được truy lĩnh.- Người tham gia BHYT là người lao động khi đi KCB BHYT theo quy định của Luật BHYT thì được quỹ BHYT thanh toán chi phí KCB trong phạm vi được hưởng với mức hưởng như sau: (1) 80% chi phí KCB; (2) 100% chi phí KCB tại tuyến xã; (3) 100% chi phí KCB đối với trường hợp chi phí cho một lần KCB thấp hơn 15% mức lương cơ sở; (4) 100% chi phí KCB khi người bệnh có thời gian tham gia BHYT 05 năm liên tục trở lên và có số tiền cùng chi trả chi phí KCB trong năm lớn hơn 06 tháng lương cơ sở, trừ trường hợp tự đi KCB không đúng tuyến.","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT"
Thủ tục KCB BHYT cụ thể như thế nào?,"Bước 1: Đối với người tham gia bảo hiểm y tế1. Người tham gia BHYT khi đến KCB phải xuất trình thẻ BHYT có ảnh; trường hợp thẻ BHYT chưa có ảnh thì phải xuất trình thẻ BHYT cùng với giấy tờ chứng minh về nhân thân của người đó; đối với trẻ em dưới 6 tuổi chỉ phải xuất trình thẻ BHYT.2. Trường hợp cấp cứu, người tham gia BHYT được KCB tại bất kỳ cơ sở KCB nào và phải xuất trình thẻ BHYT cùng với giấy tờ quy định tại khoản 1 Bước 1 trước khi ra viện.3. Trường hợp chuyển tuyến điều trị, người tham gia BHYT phải có hồ sơ chuyển viện của cơ sở KCB.4. Trường hợp khám lại theo yêu cầu điều trị, người tham gia BHYT phải có giấy hẹn khám lại của cơ sở KCB.5. Trường hợp vượt quá khả năng chuyên môn kỹ thuật thì cơ sở KCB BHYT có trách nhiệm chuyển người bệnh kịp thời đến cơ sở KCB BHYT khác theo quy định về chuyển tuyến chuyên môn kỹ thuật.6. Một số trường hợp cụ thể đối với người tham gia BHYT:a) Người tham gia BHYT khi đến KCB phải xuất trình thẻ BHYT có ảnh; trường hợp thẻ BHYT chưa có ảnh thì phải xuất trình một trong các giấy tờ tùy thân có ảnh do cơ quan, tổ chức có thẩm quyền cấp hoặc Giấy xác nhận của Công an cấp xã hoặc giấy tờ khác có xác nhận của cơ sở giáo dục nơi quản lý học sinh, sinh viên; các giấy tờ chứng minh nhân thân hợp pháp khác.b) Trẻ em dưới 6 tuổi đến KCB chỉ phải xuất trình thẻ BHYT. Trường hợp trẻ chưa được cấp thẻ BHYT thì phải xuất trình bản sao giấy chứng sinh hoặc bản sao giấy khai sinh; trường hợp phải điều trị ngay sau khi sinh mà chưa có giấy chứng sinh thì thủ trưởng cơ sở KCB và cha hoặc mẹ hoặc người giám hộ của trẻ ký xác nhận vào hồ sơ bệnh án để làm căn cứ thanh toán theo quy định tại khoản 1 Điều 27 Nghị định số 146/2018/NĐ-CP và chịu trách nhiệm về việc xác nhận này. c) Người tham gia BHYT trong thời gian chờ cấp lại thẻ, đổi thẻ BHYT khi đến KCB phải xuất trình giấy hẹn cấp lại thẻ, đổi thẻ BHYT do cơ quan BHXH hoặc tổ chức, cá nhân được cơ quan BHXH ủy quyền tiếp nhận hồ sơ cấp lại thẻ, đổi thẻ cấp theo Mẫu số 4 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP và một loại giấy tờ chứng minh về nhân thân của người đó.d). Người đã hiến bộ phận cơ thể đến khám bệnh, chữa bệnh phải xuất trình các giấy tờ quy định tại điểm (1) hoặc điểm (3) nêu trên. Trường hợp phải điều trị ngay sau khi hiến thì thủ trưởng cơ sở KCB nơi lấy bộ phận cơ thể và người bệnh hoặc thân nhân của người bệnh ký xác nhận vào hồ sơ bệnh án để làm căn cứ thanh toán theo quy định tại khoản 2 Điều 27 Nghị định số 146/2018/NĐ-CP và chịu trách nhiệm về việc xác nhận này. đ) Trường hợp chuyển tuyến KCB, người tham gia BHYT phải xuất trình hồ sơ chuyển tuyến của cơ sở KCB và giấy chuyển tuyến theo Mẫu số 6 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP. Trường hợp giấy chuyển tuyến có giá trị sử dụng đến hết ngày 31 tháng 12 năm dương lịch nhưng đợt điều trị chưa kết thúc thì được sử dụng giấy chuyển tuyến đó đến hết đợt điều trị. Trường hợp khám lại theo yêu cầu điều trị, người tham gia BHYT phải có giấy hẹn khám lại của cơ sở KCB theo Mẫu số 5 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP.e) Trường hợp cấp cứu, người tham gia BHYT được đến KCB tại bất kỳ cơ sở KCB nào và phải xuất trình các giấy tờ quy định tại khoản 1 hoặc khoản 2 hoặc khoản 3 Điều 15 Nghị định số 146/2018/NĐ-CP trước khi ra viện. Khi hết giai đoạn cấp cứu, người bệnh được cơ sở KCB làm thủ tục chuyển đến khoa, phòng điều trị khác tại cơ sở KCB đó để tiếp tục theo dõi, điều trị hoặc chuyển tuyến đến cơ sở KCB khác thì được xác định là đúng tuyến KCB. g) Người tham gia BHYT trong thời gian đi công tác, làm việc lưu động, học tập trung theo các hình thức đào tạo, chương trình đào tạo, tạm trú được KCB ban đầu tại cơ sở KCB cùng tuyến chuyên môn kỹ thuật hoặc tương đương với cơ sở đăng ký KCB ban đầu ghi trên thẻ BHYT và phải xuất trình các giấy tờ quy định tại khoản 1 hoặc khoản 2 hoặc khoản 3 Điều 15 Nghị định số 146/2018/NĐ-CP và một trong các giấy tờ sau đây (bản chính hoặc bản sao): giấy công tác, quyết định cử đi học, thẻ học sinh, sinh viên, giấy tờ chứng minh đăng ký tạm trú, giấy chuyển trường. Bước 2: Đối với cơ sở KCB- Tổ chức KCB bảo đảm chất lượng với thủ tục đơn giản, thuận tiện cho người tham gia BHYT.- Kiểm tra đúng quy định tại Điều 27, 28 Luật BHYT, Điều 15 Nghị định số 146/2018/NĐ-CP và tiếp nhận người bệnh có thẻ BHYT vào cơ sở KCB để chẩn đoán và điều trị (Hồ sơ bệnh án đối với người bệnh có thẻ BHYT).- Đối với cơ sở KCB, cơ quan BHXH không được quy định thêm thủ tục KCB BHYT ngoài các thủ tục quy định tại Điểm 6 nêu trên. Trường hợp cơ sở KCB, cơ quan BHXH cần sao chụp thẻ BHYT, các giấy tờ liên quan đến KCB của người bệnh để phục vụ cho công tác quản lý thì phải tự sao chụp, không được yêu cầu người bệnh sao chụp hoặc chi trả cho khoản chi phí này. - Tổ chức việc cấp cứu, KCB kịp thời cho người bệnh; Thực hiện quy định về chuyên môn kỹ thuật và các quy định khác của pháp luật có liên quan theo quy định tại Khoản 1, Khoản 2 Điều 53 Luật KCB.","Khám chữa bệnh bảo hiểm y tế, Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế"
Người lao động bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp trong khi thi hành nhiệm vụ có phải đi giám định y khoa để hưởng chế độ bệnh nghề nghiệp không?,Tại khoản 4 Điều 5 Thông tư số 26/2017/TT-BLĐTBXH ngày 20/9/2017 của Bộ Lao động - Thương binh và Xã hội quy định:Người lao động bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp trong khi thi hành nhiệm vụ được hưởng trợ cấp bệnh nghề nghiệp hàng tháng bằng mức hưởng của người lao động bị bệnh nghề nghiệp do suy giảm khả năng lao động thấp nhất là 61% không phải qua giám định y khoa.Trường hợp giám định y khoa mà tỷ lệ suy giảm khả năng lao động cao hơn thì mức hưởng được tính theo mức suy giảm khả năng lao động tại kết luận của Hội đồng Giám định y khoa và hồ sơ hưởng chế độ bệnh nghề nghiệp trong trường hợp này phải có Biên bản giám định y khoa.,"Giải quyết hưởng trợ cấp nghỉ DSPHSK sau ốm đau, thai sản, TNLĐ, BNN, Giải quyết hưởng chế độ TNLĐ, BNN đối với trường hợp bị TNLĐ lần đầu"
"Tôi cần đến đâu để đổi nơi đăng ký khám, chữa bệnh ban đầu?","Theo quy trình lập danh sách và cấp thẻ bảo hiểm y tế ban hành kèm theo Quyết định số 595/QĐ-BHXH ngày 14/4/2017 của Tổng Giám đốc Bảo hiểm xã hội Việt Nam Ông/bà cần đến cơ quan bảo hiểm xã hội nơi cấp thẻ bảo hiểm y tế để được hướng dẫn lựa chọn và đổi cơ sở khám, chữa bệnh bảo hiểm y tế ban đầu hoặc thông qua đơn vị quản lý đối tượng để làm thủ tục đổi nơi đăng ký khám, chữa bệnh ban đầu.","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Cấp lại, đổi, điều chỉnh thông tin trên sổ BHXH, thẻ BHYT"
"Trong thời gian chờ đổi thẻ tôi phải xuất trình giấy tờ gì khi đi khám, chữa bệnh?","Khoản 1, Điều 28 Luật Bảo hiểm y tế và Khoản 3, Điều 15 Nghị định 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật Bảo hiểm y tế, quy định Ông/Bà phải xuất trình: - Giấy hẹn đổi/cấp lại thẻ; - Giấy tờ tùy thân có ảnh do cơ quan tổ chức có thẩm quyền cấp như: Chứng minh nhân dân, giấy phép lái xe, thẻ căn cước công dân, hộ chiếu, thẻ Đảng viên; thẻ Nhà báo ... hoặc Giấy xác nhận của Công an cấp xã hoặc giấy tờ khác có xác nhận của cơ sở giáo dục nơi quản lý học sinh, sinh viên hoặc giấy tờ chứng minh nhân thân hợp pháp khác.",Khám chữa bệnh bảo hiểm y tế
Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm, Khám chữa bệnh bảo hiểm y tế, Thanh toán chi phí BHYT với cơ sở KCB BHYT, Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Đổi thẻ bảo hiểm y tế"
Hộ gia đình tham gia BHYT?,Hộ gia đình tham gia BHYT bao gồm toàn bộ người có tên trong sổ hộ khẩu hoặc sổ tạm trú.,Cấp thẻ bảo hiểm y tế
Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm, Thanh toán chi phí BHYT với cơ sở KCB BHYT, Thanh toán trực tiếp chi phí khám bệnh, chữa bệnh giữa Cơ quan Bảo hiểm xã hội và người tham gia bảo hiểm y tế, Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế"
"Đề nghị ghi rõ rối loạn nhận biết cả 3 màu xanh, đỏ, vàng hay rối loạn nhận biết 1 trong 3 màu là không đủ tiêu chuẩn lái xe (SYT Khánh Hòa).",Sẽ sửa đổi TT trong thời gian tới. Hiện tại cứ rối loạn nhận biết mầu là không đủ tiêu chuẩn lái xe.,"Khám sức khỏe định kỳ của người lái xe ô tô, Cấp giấy khám sức khỏe cho người lái xe"
Ngân sách nhà nước hỗ trợ mức đóng BHYT cụ thể được bao nhiêu % mức đóng BHYT cho các đối tượng?,"1. Từ ngày 01/12/2018 Nghị định số 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ có hiệu lực thi hành thì ngân sách nhà nước hỗ trợ mức đóng BHYT cho một số đối tượng, cụ thể như sau:a) Hỗ trợ 100% mức đóng BHYT đối với người thuộc hộ gia đình cận nghèo đang sinh sống tại các huyện nghèo theo Nghị quyết số 30a/2008/NQ-CP ngày 27/12/2008 của Chính phủ về chương trình hỗ trợ giảm nghèo nhanh và bền vững và các huyện được áp dụng cơ chế, chính sách theo Nghị quyết số 30a/2008/NQ-CP;b) Hỗ trợ tối thiểu 70% mức đóng BHYT đối với đối tượng người thuộc hộ gia đình cận nghèo theo tiêu chí chuẩn cận nghèo theo quy định của Chính phủ, Thủ tướng Chính phủ và Người thuộc hộ gia đình nghèo theo tiêu chí về thu nhập, người thuộc hộ nghèo đa chiều có thiếu hụt về BHYT quy định tại Quyết định số 59/2015/QĐ-TTg ngày 19/11/2015 của Thủ tướng Chính phủ ban hành chuẩn nghèo tiếp cận đa chiều áp dụng cho giai đoạn 2016 - 2020 và các quyết định khác của cơ quan có thẩm quyền sửa đổi, bổ sung hoặc thay thế chuẩn nghèo áp dụng cho từng giai đoạn;c) Hỗ trợ tối thiểu 30% mức đóng BHYT đối với đối tượng Học sinh, sinh viên và Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp có mức sống trung bình theo quy định của Chính phủ, Thủ tướng Chính phủ.2. Trường hợp một người thuộc nhiều đối tượng được ngân sách nhà nước hỗ trợ mức đóng quy định tại điểm a khoản 1 nêu trên thì được hưởng mức hỗ trợ đóng BHYT theo đối tượng có mức hỗ trợ cao nhất.3. Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương căn cứ khả năng ngân sách địa phương và các nguồn hợp pháp khác, kể cả 20% số kinh phí quy định tại điểm a khoản 3 Điều 35 của Luật BHYT (nếu có) xây dựng và trình Hội đồng nhân dân cấp tỉnh quyết định mức hỗ trợ đóng BHYT cao hơn mức hỗ trợ tối thiểu quy định tại khoản 1 nêu trên.4. Đối với đối tượng được ngân sách nhà nước hỗ trợ mức đóng BHYT thì không áp dụng giảm trừ mức đóng theo quy định như người thuộc hộ gia đình tham gia BHYT","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Cấp thẻ bảo hiểm y tế"
Mức đóng của các đối tượng tham gia BHYT theo quy định của pháp luật BHYT cụ thể như thế nào? Trách nhiệm đóng BHYT của các đối tượng theo quy định pháp luật BHYT?,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau:a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động;- Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT;- Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình chỉ công tác để điều tra, xem xét kết luận có vi phạm hay không vi phạm pháp luật thì mức đóng hằng tháng bằng 4,5% của 50% mức tiền lương tháng của người lao động. Trường hợp cơ quan có thẩm quyền kết luận là không vi phạm pháp luật, người lao động phải truy đóng BHYT trên số tiền lương được truy lĩnh.b) Bằng 4,5% mức lương cơ sở, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người hoạt động không chuyên trách ở xã, phường, thị trấn theo quy định của pháp luật. Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động.c) Bằng 4,5% tiền lương hưu, trợ cấp mất sức lao động đối với Người hưởng lương hưu, trợ cấp mất sức lao động hàng tháng và do tổ chức BHXH đóng;d) Bằng 4,5% mức lương cơ sở đối với “Người đang hưởng trợ cấp BHXH hàng tháng do bị tai nạn lao động, bệnh nghề nghiệp hoặc mắc bệnh thuộc danh mục bệnh cần chữa trị dài ngày; người từ đủ 80 tuổi trở lên đang hưởng trợ cấp tuất hàng tháng; Cán bộ xã, phường, thị trấn đã nghỉ việc đang hưởng trợ cấp BHXH hàng tháng” và do tổ chức BHXH đóng;đ) Bằng 4,5% mức lương tháng trước khi nghỉ thai sản đối với Người lao động trong thời gian nghỉ việc hưởng chế độ thai sản khi sinh con hoặc nhận nuôi con nuôi và do tổ chức BHXH đóng;e) Bằng 4,5% tiền trợ cấp thất nghiệp đối với Người đang hưởng trợ cấp thất nghiệp và do tổ chức BHXH đóng;g) Bằng 4,5% tiền lương tháng đối với người hưởng lương, bằng 4,5% mức lương cơ sở đối với người hưởng sinh hoạt phí đối với “Sỹ quan, quân nhân chuyên nghiệp, hạ sỹ quan, binh sỹ quân đội đang tại ngũ; sỹ quan, hạ sỹ quan nghiệp vụ và sỹ quan, hạ sỹ quan chuyên môn, kỹ thuật đang công tác trong lực lượng công an nhân dân, học viên công an nhân dân, hạ sỹ quan, chiến sỹ phục vụ có thời hạn trong công an nhân dân; người làm công tác cơ yếu hưởng lương như đối với quân nhân; học viên cơ yếu được hưởng chế độ, chính sách theo chế độ, chính sách đối với học viên ở các trường quân đội, công an” và do ngân sách nhà nước đóng;h) Bằng 4,5% mức lương cơ sở đối với “Cán bộ xã, phường, thị trấn đã nghỉ việc đang hưởng trợ cấp hàng tháng từ ngân sách nhà nước; Người đã thôi hưởng trợ cấp mất sức lao động đang hưởng trợ cấp hàng tháng từ ngân sách nhà nước; Người có công với cách mạng, cựu chiến binh; Đại biểu Quốc hội, đại biểu Hội đồng nhân dân các cấp đương nhiệm; Trẻ em dưới 6 tuổi; Người thuộc diện hưởng trợ cấp bảo trợ xã hội hàng tháng; Người thuộc hộ gia đình nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn; người đang sinh sống tại vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn; người đang sinh sống tại xã đảo, huyện đảo; Thân nhân của người có công với cách mạng là cha đẻ, mẹ đẻ, vợ hoặc chồng, con của liệt sỹ; người có công nuôi dưỡng liệt sỹ; Thân nhân của người có công với cách mạng, trừ các đối tượng Thân nhân của người có công với cách mạng là cha đẻ, mẹ đẻ, vợ hoặc chồng, con của liệt sỹ; người có công nuôi dưỡng liệt sỹ; Người đã hiến bộ phận cơ thể người theo quy định của pháp luật” và do ngân sách nhà nước đóng;i) Bằng 4,5% mức lương cơ sở đối với Người nước ngoài đang học tập tại Việt Nam được cấp học bổng từ ngân sách của Nhà nước Việt Nam và do cơ quan, tổ chức, đơn vị cấp học bổng đóng;k) Bằng 4,5% mức lương cơ sở đối với Người thuộc hộ gia đình cận nghèo; Học sinh, sinh viên do đối tượng tự đóng và được ngân sách nhà nước hỗ trợ một phần mức đóng;l) Bằng 4,5% mức lương cơ sở đối với Nhóm tham gia BHYT theo hộ gia đình gồm “Người có tên trong sổ hộ khẩu, Người có tên trong sổ tạm trú, trừ những đối tượng đã tham gia BHYT theo quy định của Chính phủ tại NĐ số 146/2018/NĐ-CP; Các đối tượng sau đây được tham gia BHYT theo hình thức hộ gia đình: Chức sắc, chức việc, nhà tu hành; Người sinh sống trong cơ sở bảo trợ xã hội mà không được ngân sách nhà nước hỗ trợ đóng BHYT” và do đối tượng đóng theo hộ gia đình.","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Cấp thẻ bảo hiểm y tế"
"Đối với đối tượng Thân nhân của lực lượng công nhân, viên chức Quốc phòng đang phục vụ trong Quân đội, Thân nhân công nhân công an đang phục vụ trong Công an nhân dân, Thân nhân người làm công tác khác trong Tổ chức cơ yếu, khi tham gia BHYT thì mức đóng BHYT như thế nào? và ai là người chịu trách nhiệm đóng BHYT cho các thân nhân này?","Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng;Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng.","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Cấp thẻ bảo hiểm y tế"
Cơ sở KCB BHYT ban đầu là gì?,Cơ sở KCB BHYT ban đầu là cơ sở KCB đầu tiên theo đăng ký của người tham gia BHYT và được ghi trong thẻ BHYT.,"Đổi thẻ bảo hiểm y tế, Cấp lại thẻ bảo hiểm y tế, Cấp thẻ bảo hiểm y tế, Cấp lại, đổi, điều chỉnh thông tin trên sổ BHXH, thẻ BHYT"
"Do thay đổi chỗ ở, tôi muốn thay đổi nơi đăng ký KCB BHYT ban đầu ghi trên thẻ BHYT, trình tự làm như thế nào?","1. Việc đổi thẻ BHYT do thay đổi nơi đăng ký KCB ban đầu được thực hiện vào ngày 01 đến ngày 10 của tháng đầu mỗi quý, vì vậy, vào những ngày này anh/chị có nhu cầu thay đổi nơi đăng ký KCB ban đầu ghi trên thẻ BHYT sẽ thực hiện theo hướng dẫn sau: - Đối tượng đăng ký thẻ BHYT qua doanh nghiệp nơi đang làm việc: liên hệ phòng nhân sự hoặc phòng y tế tại doanh nghiệp để thay đổi nơi KCB ban đầu. - Các đối tượng hưu trí, trẻ em, người có công với cách mạng, người mất sức lao động, người hưởng bảo trợ xã hội: đến cơ quan BHXH quận, huyện nơi đăng ký hộ khẩu thường trú xin thay đổi nơi đăng ký KCB BHYT ban đầu. - Đối tượng tham gia BHYT theo hộ gia đình: đến đại lý thu BHYT và đăng ký lại nơi KCB BHYT ban đầu.2. Trình tự, thủ tục thay đổi nơi đăng ký KCB BHYT ban đầu ghi trên thẻ BHYT thực hiện như câu 20","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT, Cấp lại, đổi, điều chỉnh thông tin trên sổ BHXH, thẻ BHYT"
