Câu hỏi,Trả lời,Thủ tục liên quan
"Trình tự, thủ tục cấp thẻ Căn cước công dân được quy định như thế nào?","- Khi Công dân đến làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân thì tiến hành điền các thông tin vào Tờ khai Căn cước công dân (mẫu CC01) theo quy định tại khoản 1 Điều 22 Luật Căn cước công dân và tại điểm a, khoản 1 Điều 12 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định chi tiết thi hành Luật Căn cước công dân và Nghị định số 137/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước công dân.- Khi công dân khai đầy đủ các thông tin trên Tờ khai Căn cước công dân theo hướng dẫn, cán bộ cơ quan quản lý căn cước công dân kiểm tra, đối chiếu thông tin của công dân trong Cơ sở dữ liệu quốc gia về dân cư với thông tin của công dân trong tờ khai đảm bảo thống nhất và xác định chính xác người cần cấp thẻ Căn cước công dân. Nếu có sự sai lệch thì yêu cầu công dân xác nhận thông tin nào là đúng, có giấy tờ hợp pháp như giấy khai sinh, sổ hộ khẩu, Chứng minh nhân dân… để kiểm tra, đối chiếu và chứng minh thông tin của công dân, sau đó điều chỉnh lại cho thống nhất.Đối với trường hợp công dân đã có thông tin trong Cơ sở dữ liệu quốc gia về dân cư thì cán bộ được giao nhiệm vụ thu thập, cập nhật thông tin, tài liệu khi công dân đến làm thủ tục cấp thẻ Căn cước công dân kiểm tra, đối chiếu thông tin từ Cơ sở dữ liệu quốc gia về dân cư để xác định chính xác người cần cấp thẻ Căn cước công dân (điểm b, khoản 1 Điều 22 Luật Căn cước công dân).Trường hợp công dân chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư thì công dân xuất trình giấy tờ hợp pháp về những thông tin cần ghi trong tờ khai theo mẫu quy định (điểm b, khoản 1 Điều 22 Luật Căn cước công dân). Trường hợp Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước công dân chưa đi vào vận hành hoạt động thì yêu cầu công dân khi đến làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân phải xuất trình sổ hộ khẩu để kiểm tra, đối chiếu với thông tin của công dân khai trên Tờ khai Căn cước công dân quy định tại điểm b, khoản 1 Điều 12 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định chi tiết thi hành Luật Căn cước công dân và Nghị định số 137/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước công dân.- Đối với các trường hợp công dân chuyển từ Chứng minh nhân dân 9 số, Chứng minh nhân dân 12 số sang thẻ Căn cước công dân thì cán bộ tiếp nhận hồ sơ thu, nộp, xử lý Chứng minh nhân dân, sau đó xác nhận số Chứng minh nhân dân và số thẻ Căn cước công dân cho công dân là một người; sau đó tiến hành xử lý Chứng minh nhân dân cũ quy định tại Điều 15 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định chi tiết thi hành Luật Căn cước công dân và Nghị định số 137/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước công dân, cụ thể là:+ Đối với Chứng minh nhân dân 9 số:Trường hợp Chứng minh nhân dân 9 số còn rõ nét (ảnh, số Chứng minh nhân dân và chữ) thì cắt góc phía trên bên phải mặt trước của Chứng minh nhân dân đó, mỗi cạnh góc vuông là 2cm, ghi vào hồ sơ và trả Chứng minh nhân dân đã được cắt góc cho người đến làm thủ tục. Ngay sau khi nhận Chứng minh nhân dân đã cắt góc hoặc sau đó, nếu công dân có yêu cầu thì cơ quan tiến hành cắt góc Chứng minh nhân dân 9 số có trách nhiệm cấp Giấy xác nhận số Chứng minh nhân dân cho công dân;Trường hợp Chứng minh nhân dân 9 số bị hỏng, bong tróc, không rõ nét (ảnh, số Chứng minh nhân dân và chữ) thì thu, hủy Chứng minh nhân dân đó, ghi vào hồ sơ và cấp Giấy xác nhận số Chứng minh nhân dân cho công dân.+ Đối với Chứng minh nhân dân 12 số:Cắt góc phía trên bên phải mặt trước của Chứng minh nhân dân đó, mỗi cạnh góc vuông là 1,5cm, ghi vào hồ sơ, trả Chứng minh nhân dân đã cắt góc cho người đến làm thủ tục.Trường hợp công dân mất Chứng minh nhân dân 9 số mà làm thủ tục cấp thẻ Căn cước công dân thì khi công dân có yêu cầu, cơ quan tiếp nhận hồ sơ cấp thẻ Căn cước công dân có trách nhiệm cấp giấy xác nhận số Chứng minh nhân dân 9 số đã mất cho công dân.- Sau khi đã hoàn thiện các thủ tục theo quy định, thì cán bộ tiếp nhận hồ sơ cấp, đổi, cấp lại thẻ Căn cước công dân tiến hành chụp ảnh, thu nhận vân tay, đặc điểm nhân dạng của công dân quy định tại điểm d, khoản 1 Điều 12 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định chi tiết thi hành Luật Căn cước công dân và Nghị định số 137/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước công dân:Cán bộ tiếp nhận hồ sơ cấp, đổi, cấp lại thẻ Căn cước công dânthu nhận trực tiếp ảnh của công dân để in trên Phiếu thu nhận thông tin Căn cước công dân và thẻ Căn cước công dân theo quy định. Ảnh màu, kích thước là 20 x 30 mm, đầu để trần, chụp chính diện, rõ mặt, rõ hai tai, không đeo kính; trang phục, tác phong nghiêm túc, lịch sự; riêng đối với trường hợp công dân theo tôn giáo, dân tộc thì được phép mặc lễ phục tôn giáo, dân tộc, nếu có khăn đội đầu thì được giữ nguyên khi chụp ảnh thẻ Căn cước công dân, tuy nhiên những quy định khác như chụp chính diện, rõ mặt, không đeo kính để đảm bảo yêu cầu nhận dạng vẫn phải thực hiện theo quy định trên.Cán bộ làm công tác cấp, đổi, cấp lại thẻ Căn cước công dân tiến hành thu nhận vân tay của công dân qua máy thu nhận vân tay; trường hợp ngón tay bị cụt, khèo, dị tật, không lấy được vân tay thì ghi nội dung cụ thể vào vị trí tương ứng của ngón đó.- Đối với trường hợp người mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức, khả năng điều khiển hành vi của mình thì phải có người đại diện hợp pháp đến cùng làm thủ tục theo quy định (khoản 2 Điều 22 Luật Căn cước công dân). Tại khoản 2, Điều 12 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định người đang mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức, khả năng điều khiển hành vi của mình thì phải có người đại diện hợp pháp đến cùng để làm thủ tục theo quy định.+ Người đang mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức, khả năng điều khiển hành vi của mình thì phải có người đại diện hợp pháp đến cùng để làm thủ.Người đại diện hợp pháp là những người được quy định tronga Bộ Luật Dân sự. + Người đại diện hợp pháp có trách nhiệm đi làm thủ tục cấp thẻ Căn cước công dân cùng người đang mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức, khả năng điều khiển hành vi phải mang theo giấy khai sinh, sổ hộ khẩu hoặc các giấy tờ của cơ quan có thẩm quyền khác có thể chứng minh mối quan hệ với người có đề nghị cấp thẻ Căn cước công dân; trường hợp không có giấy tờ chứng minh mối quan hệ thì phải có xác nhận của Ủy ban nhân dân xã, phường, thị trấn nơi người có đề nghị cấp thẻ Căn cước công dân cư trú về mối quan hệ đó.- Cán bộ làm công tác cấp, đổi, cấp lại thẻ Căn cước công dân cấp giấy hẹn trả thẻ Căn cước công dân cho công dân khi đã làm xong thủ tục. Trường hợp hồ sơ, thủ tục chưa đầy đủ theo quy định như các thông tin của công dân ghi trên Tờ khai Căn cước công dân cần phải có giấy tờ hợp pháp để chứng minh như sổ hộ khẩu, Chứng minh nhân dân, giám định về nhóm máu của cơ quan y tế có thẩm quyền, giấy đăng ký kết hôn… thì hướng dẫn công dân cung cấp đầy đủ các loại giấy tờ trên để hoàn thiện hồ sơ cấp thẻ Căn cước công dân cho công dân. - Trả thẻ Căn cước công dân theo thời gian và địa điểm trong giấy hẹn. Nơi trả thẻ Căn cước công dân là nơi làm thủ tục cấp thẻ; Để thực hiện cải cách hành chính phục công dân được thuận tiện thì tại điểm đ khoản 1 Điều 22 Luật Căn cước công dân và tại điểm e, khoản 1 Điều 12 Thông tư số 07/TT-BCA ngày 01/02/2016 của Bộ Công an quy định việc trả thẻ Căn cước công dân bằng dịch vụ chuyển phát theo yêu cầu của công dân khi hoàn thiện thẻ Căn cước công dân thì đối với trường hợp công dân có yêu cầu trả thẻ tại địa điểm khác thì công dân ghi cụ thể địa chỉ nơi trả thẻ tại Tờ khai Căn cước công dân. Cán bộ cơ quan làm công tác chuyển phát có trách nhiệm trả thẻ Căn cước công dân tại địa điểm theo yêu cầu của công dân bảo đảm đúng thời gian và công dân phải trả phí dịch vụ chuyển phát theo quy định.","Cấp thẻ căn cước cho người từ đủ 14 tuổi trở lên (thực hiện tại cấp tỉnh), Cấp thẻ Căn cước công dân khi chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư (thực hiện tại cấp huyện), Cấp thẻ căn cước cho người từ đủ 14 tuổi trở lên (thực hiện tại cấp huyện), Cấp thẻ Căn cước công dân khi chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư (thực hiện tại cấp tỉnh)"
"Sau khi làm thủ tục cấp hộ chiếu, tôi có thể nhận tại nhà được không? Có mất phí không?","Có thể đề nghị nhận kết quả qua đường bưu điện để chuyển về địa chỉ nhà, ngoài lệ phí cấp hộ chiếu là 200.000đ sẽ mất thêm phí theo quy định của Tập đoàn Bưu chính viễn thông.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
Trẻ em dưới 14 tuổi khi làm thủ tục cấp hộ chiếu có cần phải trực tiếp đến cơ quan Quản lý xuất nhập cảnh để nộp hồ sơ hay không?,"Hồ sơ đề nghị cấp hộ chiếu của trẻ em dưới 14 tuổi do cha, mẹ hoặc người giám hộ khai, ký thay và nộp thay. Do đó, trẻ em dưới 14 tuổi khi làm thủ tục cấp hộ chiếu không cần đến cơ quan Quản lý xuất nhập cảnh để nộp hồ sơ.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
Sau khi nộp hồ sơ cấp hộ chiếu thì bao lâu tôi được lấy hộ chiếu?,"Theo quy định, nếu nộp hồ sơ tại Cục Quản lý xuất nhập cảnh thì thời hạn cấp hộ chiếu là 05 ngày làm việc, nếu hồ sơ nộp ở Phòng Quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương thì thời hạn cấp hộ chiếu là 08 ngày làm việc.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Con trai tôi năm nay 12 tuổi, muốn được cấp hộ chiếu riêng thì cần phải làm thế nào?","- Tờ khai đề nghị cấp hộ chiếu theo mẫu X01 phải được Công an xã, phường, thị trấn nơi trẻ em đó thường trú hoặc tạm trú dài hạn xác nhận và đóng dấu giáp lai ảnh. Tờ khai do mẹ, cha khai và ký thay; nếu không còn mẹ, cha thì mẹ, cha nuôi hoặc người giám hộ (có giấy tờ chứng minh là mẹ, cha nuôi hoặc người giám hộ hợp pháp) khai và ký thay- Nộp 01 bản sao Giấy khai sinh hoặc Trích lục Giấy khai sinh (nếu là bản chụp thì xuất trình bản chính để kiểm tra, đối chiếu) và 02 ảnh cỡ 04x06 cm (mặt nhìn thẳng, đầu để trần, không đeo kính màu, phông nền trắng).","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Người Việt Nam định cư ở nước ngoài về nước, bị mất hộ chiếu mà không có hộ khẩu, CMND thì có được cấp lại hộ chiếu hay không?","Đối với trường hợp trên, công dân được xem xét cấp lại hộ chiếu để trở lại nước ngoài sinh sống. Về thủ tục cấp lại hộ chiếu gồm: - Tờ khai đề nghị cấp hộ chiếu (mẫu X01); - Đơn báo mất hộ chiếu phổ thông (mẫu X08). - Người đề nghị cấp hộ chiếu nộp hồ sơ tại Cục Quản lý xuất nhập cảnh, Bộ Công an.",Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)
"Hiện nay, lệ phí cấp 01 cuốn hộ chiếu là 200.000 đồng, trường hợp người dân muốn cấp hộ chiếu sớm thì có phải nộp thêm phí hay không?","Theo quy định của Bộ Tài chính, lệ phí cấp hộ chiếu là: - 200.000 vnđ đối với trường hợp đề nghị cấp lần đầu hoặc cấp lại hộ chiếu; - 400.000 vnđ đối với trường hợp đề nghị cấp lại hộ chiếu do bị mất hoặc bị hư hỏng. Ngoài khoản lệ phí nêu trên, người đề nghị cấp hộ chiếu không phải nộp thêm bất kỳ một khoản nào khác.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Trình tự, thủ tục cấp Chứng minh nhân dân được quy định như thế nào?","- Công dân xuất trình sổ hộ khẩu và đơn đề nghị cấp Chứng minh nhân dân cùng các giấy tờ liên quan khác; - Cơ quan Công an tiếp nhận đơn đề nghị cấp Chứng minh nhân dân đối chiếu thông tin kê khai với sổ hộ khẩu cùng các giấy tờ liên quan;- Công dân kê khai Tờ khai Chứng minh nhân dân và Chỉ bản; - Chụp ảnh: Ảnh chân dung làm Chứng minh nhân dân là ảnh màu, phông nền xanh hoặc trắng, chụp chính diện, đầu để trần, rõ mặt, rõ hai tai, không đeo kính, trang phục, tác phong nghiêm túc, lịch sự, không được sử dụng trang phục chuyên ngành khi chụp ảnh Chứng minh nhân dân; ảnh không qua chỉnh sửa photoshop, riêng đối với trường hợp công dân theo tôn giáo, dân tộc thì được phép mặc lễ phục tôn giáo, dân tộc đó, nếu có khăn đội đầu thì được giữ nguyên khi chụp ảnh Chứng minh nhân dân nhưng phải đảm bảo rõ mặt. - Cơ quan Công an thu nhận vân tay của công dân vào tờ khai, chỉ bản và Chứng minh nhân dân theo quy định; trường hợp ngón tay bị cụt, khèo, dị tật, bị thương không lấy được vân tay thì ghi nội dung cụ thể vào vị trí tương ứng của ngón đó trên Tờ khai Chứng minh nhân dân và Chỉ bản; nội dung thể hiện dấu vân tay ngón trỏ trái, ngón trỏ phải trên Chứng minh nhân dân đối với trường hợp bị cụt, khèo, dị tật, bị thương không lấy được vân tay thì đánh dấu gạch chéo (X) vào vị trí tương ứng của ngón đó.- Ghi mục dân tộc trên Chứng minh nhân dân: Ghi mục dân tộc theo giấy khai sinh và sổ hộ khẩu nếu tên mục dân tộc đó nằm trong danh mục đã được quy định theo Quyết định số 121/TCTK/PPCĐ ngày 02/3/1979 của Tổng cục Thống kê; trường hợp trường thông tin về dân tộc không nằm trong danh mục đã được quy định thì yêu cầu công dân điều chỉnh mục dân tộc trong giấy khai sinh và sổ hộ khẩu cho đúng với tên dân tộc đã được quy định sau đó mới tiến hành cấp Chứng minh nhân dân. Đối với trường hợp công dân có nguyện vọng ghi tên gọi khác của dân tộc mình (nhóm nhỏ đã được quy định) nằm trong 54 dân tộc Việt Nam theo Quyết định số 121/TCTK/PPCĐ ngày 02/3/1979 của Tổng cục Thống kê trên Chứng minh nhân dân thì ghi tên dân tộc chính thức trước, đóng mở ngoặc ghi tên nhóm nhỏ của dân tộc, như: Tày (Thổ), Sán Chay (Cao Lan), Dao (Mán)… Việc ghi mục dân tộc như vậy vừa đảm bảo đúng theo danh mục thành phần các dân tộc Việt Nam, đồng thời đáp ứng được nguyện vọng của công dân có vướng mắc về thành phần dân tộc, đảm bảo việc giữ gìn tên thường gọi của cộng đồng dân tộc mình. Trường hợp một số dân tộc mà tên chính thức và tên nhóm nhỏ có tổng số ký tự dài hơn so với khoảng trống của mục dân tộc trên Chứng minh nhân dân thì chỉ ghi tên dân tộc chính thức trước, sau đó đóng mở ngoặc ghi tên nhóm nhỏ của dân tộc trên Tờ khai Chứng minh nhân dân còn trên Chứng minh nhân dân chỉ thể hiện tên nhóm chính dân tộc của công dân.- Ghi mục tôn giáo trên Chứng minh nhân dân: Đối với một số tôn giáo có nhiều chi phái khác nhau như tổ chức hội thánh, ban đại diện… nhưng về danh xưng vẫn thống nhất gọi theo tôn giáo đó. Trường hợp công dân khai theo tôn giáo thuộc một trong số các tổ chức hội thánh, ban đại diện… thuộc tổ chức tôn giáo đã được Ban tôn giáo Chính phủ công nhận thì việc ghi mục tôn giáo trên Chứng minh nhân dân không ghi theo lời khai của công dân mà thống nhất ghi theo tên tổ chức tôn giáo đã được quy định.- Đối với công dân bị mắc bệnh tâm thần hoặc một bệnh khác làm mất khả năng nhận thức, khả năng điều khiển hành vi khi làm thủ tục cấp, đổi, cấp lại Chứng minh nhân dân thực hiện các thủ tục theo quy định chung, ngoài ra phải có người đại diện hợp pháp đến cùng để làm thủ tục theo quy định. Việc viết đơn đề nghị, kê khai Tờ khai Chứng minh nhân dân do người đại diện hợp pháp thực hiện và phải chịu trách nhiệm về các nội dung kê khai. Cơ quan cấp Chứng minh nhân dân cho những trường hợp này có trách nhiệm lập danh sách và lưu hồ sơ riêng để theo dõi, quản lý.- Công dân nộp lệ phí cấp Chứng minh nhân dân theo quy định tại điểm b, khoản 2 Điều 5 Thông tư số 250/2016/TT-BCT ngày 11/11/2016 của Bộ Tài chính hướng dẫn về phí và lệ phí thuộc thẩm quyền quyết định của Hội đồng nhân dân tỉnh, thành phố trực thuộc Trung ương;- Cơ quan Công an cấp giấy hẹn trả kết quả cho công dân; - Trả Chứng minh nhân dân theo thời gian và địa điểm trong giấy hẹn. Nơi trả Chứng minh nhân dân là nơi làm thủ tục cấp Chứng minh nhân dân; trường hợp công dân có yêu cầu trả Chứng minh nhân dân tại địa điểm khác thì công dân đăng ký dịch vụ chuyển phát qua bưu điện và trả phí theo quy định.","Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp huyện, Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh"
"Trình tự, thủ tục đổi, cấp lại Chứng minh nhân dân được quy định như thế nào?","- Công dân xuất trình sổ hộ khẩu và đơn trình bày nêu rõ lý do đổi, cấp lại Chứng minh nhân dân. Trường hợp cấp lại thì đơn phải có xác nhận của Công an phường, xã, thị trấn nơi đăng ký hộ khẩu thường trú, ảnh dán vào đơn có đóng dấu giáp lai;- Công dân kê khai Tờ khai Chứng minh nhân dân;- Đối với những trường hợp đổi Chứng minh nhân dân do thay đổi họ tên, chữ đệm, ngày, tháng, năm sinh, giới tính, dân tộc ngoài các thủ tục nêu trên còn phải kèm theo quyết định của cơ quan có thẩm quyền cho phép thay đổi các nội dung trên; hoặc xuất trình được một trong các lại giấy tờ như giấy khai sinh, giấy khai sinh đăng ký lại, các giấy tờ khác như học bạ, bằng tốt nghiệp, lý lịch cán bộ; một trong các loại giấy tờ trên phải được cấp trước ngày làm thủ tục cấp Chứng minh nhân dân và đã được điều chỉnh trong sổ hộ khẩu để thống nhất với nội dung cần điều chỉnh;- Những trường hợp xác định lại giới tính và phẫu thuật thẩm mỹ làm thay đổi cơ bản đặc điểm nhân dạng của công dân (thay đổi khuôn mặt, mũi, miệng…). Ngoài các thủ tục theo quy định cần có xác nhận của cơ quan y tế có thẩm quyền nơi thực hiện phẫu thuật thẩm mỹ.- Công dân nộp lại Chứng minh nhân dân trong trường hợp đổi Chứng minh nhân dân;Trường hợp công dân đổi Chứng minh nhân dân khi công dân chuyển nơi đăng ký hộ khẩu thường trú từ tỉnh này sang tỉnh khác mà Chứng minh nhân dân còn rõ nét (ảnh, số Chứng minh nhân dân và chữ) thì cắt góc phía trên bên phải mặt trước của Chứng minh nhân dân đó, mỗi cạnh góc vuông là 2cm, ghi vào hồ sơ và trả Chứng minh nhân dân đã được cắt góc cho người đến làm thủ tục. Ngay sau khi nhận Chứng minh nhân dân đã cắt góc hoặc sau đó, nếu công dân có yêu cầu thì cơ quan tiến hành cắt góc Chứng minh nhân dân có trách nhiệm cấp giấy xác nhận số Chứng minh nhân dân cho công dân.Trường hợp Chứng minh nhân dân bị hỏng, bong tróc, không rõ nét (ảnh, số Chứng minh nhân dân và chữ) thì thu, hủy Chứng minh nhân dân đó, ghi vào hồ sơ và cấp giấy xác nhận số Chứng minh nhân dân cho công dân.- Các quy định về chụp ảnh, thu nhận vân tay, ghi mục dân tộc, tôn giáo, tên gọi khác trên Chứng minh nhân dân, cấp giấy hẹn, trả Chứng minh nhân dân thực hiện như quy định của trường hợp cấp Chứng minh nhân dân.- Công dân nộp lệ phí đổi, cấp lại Chứng minh nhân dân theo quy định.","Đổi Chứng minh nhân dân (9 số) thực hiện tại cấp huyện, Cấp lại Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Đổi Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Cấp lại Chứng minh nhân dân (9 số) thực hiện tại cấp huyện"
Công dân phải đổi thẻ Căn cước công dân trong những trường hợp nào?,"Theo quy định tại khoản 1 Điều 21 và Khoản 1 Điều 23 Luật Căn cước công dân quy định Thẻ Căn cước công dân được đổi trong các trường hợp sau đây:- Thẻ Căn cước công dân phải được đổi khi công dân đủ 25 tuổi, đủ 40 tuổi và đủ 60 tuổi;- Thẻ bị hư hỏng không sử dụng được;- Thay đổi thông tin về họ, chữ đệm, tên; đặc điểm nhân dạng;- Xác định lại giới tính, quê quán;- Có sai sót về thông tin trên thẻ Căn cước công dân;- Khi công dân có yêu cầu.","Cấp đổi thẻ căn cước (thực hiện tại cấp huyện), Cấp đổi thẻ căn cước (thực hiện tại cấp trung ương), Cấp đổi thẻ căn cước (thực hiện tại cấp tỉnh)"
"Mẹ tôi đang nằm viện Bạch Mai (Hà Nội) hiện đang bị bệnh hiểm nghèo cần phải chuyển sang viện ở Singapore để mổ gấp mà hộ khẩu lại ở tỉnh, vậy có thể làm thủ tục để cấp hộ chiếu ở Hà Nội được không?","Trong trường hợp này có thể làm thủ tục đề nghị cấp hộ chiếu tại Cục Quản lý xuất nhập cảnh, địa chỉ: 44-46 Trần Phú, Ba Đình, Hà Nội.",Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)
"Đối với trường hợp trẻ em dưới 14 tuổi sử dụng tờ khai điện tử để làm thủ tục cấp hộ chiếu thì việc xác nhận, giáp lai ảnh thực hiện như thế nào?","Đối với trường hợp trẻ em dưới 14 tuổi đề nghị cấp hộ chiếu hoặc trường hợp ủy thác cho cơ quan, tổ chức, doanh nghiệp có tư cách pháp nhân nộp hồ sơ đề nghị cấp hộ chiếu, sau khi nhập thông tin vào tờ khai điện tử và đặt lịch hẹn nộp hồ sơ, phải in tờ khai và dán ảnh vào tờ khai để lấy xác nhận và giáp lai ảnh của Công an phường, xã, thị trấn nơi thường trú hoặc tạm trú hoặc Thủ trưởng cơ quan, tổ chức, doanh nghiệp được ủy thác. Sau khi hoàn tất các thủ tục trên người đề nghị cấp hộ chiếu sẽ thực hiện nộp hồ sơ.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
Người được cấp thẻ Căn cước công dân ở tỉnh này nhưng mới chuyển hộ khẩu sang tỉnh khác thì có phải đổi thẻ Căn cước công dân để được cấp hộ chiếu hay không?,"Theo quy định tại khoản 1 Điều 23 Luật Căn cước công dân: khi công dân thay đổi nơi đăng ký thường trú thì không bắt buộc phải làm thủ tục đổi thẻ CCCD. Trường hợp công dân có yêu cầu được đổi lại thẻ CCCD theo địa chỉ nơi đăng ký thường trú mới thì cơ quan Công an nơi tiếp nhận hồ sơ sẽ tiến hành làm thủ tục đổi thẻ CCCD theo quy định. Như vậy, việc chuyển hộ khẩu sang tỉnh khác không bắt buộc phải đổi lại CCCD. Việc cấp hộ chiếu sẽ dựa trên CCCD của người đề nghị.","Cấp thẻ căn cước cho người từ đủ 14 tuổi trở lên (thực hiện tại cấp tỉnh), Cấp thẻ Căn cước công dân khi chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư (thực hiện tại cấp trung ương), Cấp thẻ căn cước cho người từ đủ 14 tuổi trở lên (thực hiện tại cấp trung ương), Cấp thẻ Căn cước công dân khi chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư (thực hiện tại cấp huyện), Cấp thẻ Căn cước công dân khi chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư (thực hiện tại cấp tỉnh)"
"Trường hợp người đề nghị cấp hộ chiếu không đến nhận kết quả được, có nhờ người khác đến nhận kết quả thay được không?","Trường hợp người đề nghị cấp hộ chiếu không đến nhận kết quả được thì có thể ủy quyền cho người khác đến nhận kết quả thay. Khi nhận kết qủa, người ủy quyền phải xuất trình giấy CMND/CCCD của bản thân, giấy ủy quyền và giấy biên nhận hồ sơ.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
